Noise SNR, Before, SNR After,Tap,LR,Exec_secs
Noise SNR, Before, SNR After,Tap,LR,Exec_secs

-2.604422e+00,0.234933,1500.000000,5.000000e-03,2.524223,
-2.604422e+00,0.264056,1700.000000,5.000000e-03,2.892241,
-2.604422e+00,0.290748,1900.000000,5.000000e-03,3.106809,
-2.604422e+00,0.319908,2100.000000,5.000000e-03,3.877908,
-2.604422e+00,0.356273,2300.000000,5.000000e-03,4.217484,
-2.604422e+00,0.379198,2500.000000,5.000000e-03,4.530559,
-2.604422e+00,0.404716,2700.000000,5.000000e-03,4.590723,
-2.604422e+00,0.436815,2900.000000,5.000000e-03,4.929873,
-2.604422e+00,0.455563,3100.000000,5.000000e-03,5.612302,
-2.604422e+00,0.477480,3300.000000,5.000000e-03,5.494390,
-2.604422e+00,0.492651,3500.000000,5.000000e-03,5.721314,
-2.604422e+00,0.507912,3700.000000,5.000000e-03,6.268898,
-2.604422e+00,0.522511,3900.000000,5.000000e-03,6.270794,
-2.604422e+00,0.538047,4100.000000,5.000000e-03,6.407497,
-2.604422e+00,0.554077,4300.000000,5.000000e-03,6.550428,
-2.604422e+00,0.566341,4500.000000,5.000000e-03,7.095526,
-2.604422e+00,0.582351,4700.000000,5.000000e-03,7.350772,
-2.604422e+00,0.601752,4900.000000,5.000000e-03,7.603494,
-2.604422e+00,0.618643,5100.000000,5.000000e-03,7.748381,
-2.604422e+00,0.637247,5300.000000,5.000000e-03,8.161921,
-2.604422e+00,0.653539,5500.000000,5.000000e-03,8.446954,
-2.604422e+00,0.669319,5700.000000,5.000000e-03,8.573376,
-2.604422e+00,0.692900,5900.000000,5.000000e-03,8.884776,
-2.604422e+00,0.715257,6100.000000,5.000000e-03,9.074339,
-2.604422e+00,0.727792,6300.000000,5.000000e-03,9.346417,
-2.604422e+00,0.744088,6500.000000,5.000000e-03,9.584516,
-2.604422e+00,0.758854,6700.000000,5.000000e-03,9.794214,
-2.604422e+00,0.775632,6900.000000,5.000000e-03,10.043688,
-2.604422e+00,0.795681,7100.000000,5.000000e-03,10.505651,
-2.604422e+00,0.816388,7300.000000,5.000000e-03,10.822190,
-2.604422e+00,0.833293,7500.000000,5.000000e-03,10.876876,
-2.604422e+00,0.848333,7700.000000,5.000000e-03,11.137217,
-2.604422e+00,0.864286,7900.000000,5.000000e-03,11.615980,
-2.604422e+00,0.877260,8100.000000,5.000000e-03,11.861060,
-2.604422e+00,0.895979,8300.000000,5.000000e-03,15.437647,
-2.604422e+00,0.908938,8500.000000,5.000000e-03,16.061445,
-2.604422e+00,0.921922,8700.000000,5.000000e-03,16.035985,
-2.604422e+00,0.960698,8900.000000,5.000000e-03,16.205552,
-2.604422e+00,0.988133,9100.000000,5.000000e-03,16.570517,
-2.604422e+00,1.007251,9300.000000,5.000000e-03,16.808249,
-2.604422e+00,1.025991,9500.000000,5.000000e-03,17.009880,
-2.604422e+00,1.048172,9700.000000,5.000000e-03,17.249393,
-2.604422e+00,1.065782,9900.000000,5.000000e-03,17.511101,
-2.604422e+00,1.076962,10100.000000,5.000000e-03,17.749275,
-2.604422e+00,1.089540,10300.000000,5.000000e-03,18.057772,
-2.604422e+00,1.102277,10500.000000,5.000000e-03,18.302691,
-2.604422e+00,1.111062,10700.000000,5.000000e-03,18.484955,
-2.604422e+00,1.119817,10900.000000,5.000000e-03,18.837684,
-2.604422e+00,1.129632,11100.000000,5.000000e-03,18.995320,
-2.604422e+00,1.138202,11300.000000,5.000000e-03,19.319356,
-2.604422e+00,1.148166,11500.000000,5.000000e-03,19.502157,
-2.604422e+00,1.158335,11700.000000,5.000000e-03,19.852111,
-2.604422e+00,1.168575,11900.000000,5.000000e-03,20.150482,
-2.604422e+00,1.178042,12100.000000,5.000000e-03,20.973811,
-2.604422e+00,1.190901,12300.000000,5.000000e-03,21.019782,
-2.604422e+00,1.203223,12500.000000,5.000000e-03,20.794539,
-2.604422e+00,1.213838,12700.000000,5.000000e-03,21.019337,
-2.604422e+00,1.225607,12900.000000,5.000000e-03,21.304789,
-2.604422e+00,1.237302,13100.000000,5.000000e-03,21.616509,
-2.604422e+00,1.248493,13300.000000,5.000000e-03,22.284780,
-2.604422e+00,1.258935,13500.000000,5.000000e-03,21.984025,
-2.604422e+00,1.269628,13700.000000,5.000000e-03,22.405920,
-2.604422e+00,1.279911,13900.000000,5.000000e-03,22.617997,
-2.604422e+00,1.290382,14100.000000,5.000000e-03,22.759727,
-2.604422e+00,1.300538,14300.000000,5.000000e-03,22.922443,
-2.604422e+00,1.317281,14500.000000,5.000000e-03,23.079575,
-2.604422e+00,1.329315,14700.000000,5.000000e-03,23.450504,
-2.604422e+00,1.339236,14900.000000,5.000000e-03,23.624216,
-2.604422e+00,1.348271,15100.000000,5.000000e-03,23.819063,
-2.604422e+00,1.357908,15Noise SNR, Before, SNR After,Tap,LR,Exec_secs
Noise SNR, Before, SNR After,Tap,LR,Exec_secs
Noise SNR, Before, SNR After,Tap,LR,Exec_secs
Noise SNR, Before, SNR After,Tap,LR,Exec_secs
Noise SNR, Before, SNR After,Tap,LR,Exec_secs
Noise SNR, Before, SNR After,Tap,LR,Exec_secs
Noise SNR, Before, SNR After,Tap,LR,Exec_secs
Noise SNR, Before, SNR After,Tap,LR,Exec_secs
Noise SNR, Before, SNR After,Tap,LR,Exec_secs
Noise SNR, Before, SNR After,Tap,LR,Exec_secs
Noise SNR, Before, SNR After,Tap,LR,Exec_secs
Noise SNR, Before, SNR After,Tap,LR,Exec_secs
Noise SNR, Before, SNR After,Tap,LR,Exec_secs
Noise SNR, Before, SNR After,Tap,LR,Exec_secs
Noise SNR, Before, SNR After,Tap,LR,Exec_secs
Noise SNR, Before, SNR After,Tap,LR,Exec_secs
300.000000,5.000000e-03,24.665236,
-2.604422e+00,1.366932,15500.000000,5.000000e-03,24.410589,
-2.604422e+00,1.380236,15700.000000,5.000000e-03,24.432202,
-2.604422e+00,1.393165,15900.000000,5.000000e-03,24.491606,
-2.604422e+00,1.407191,16100.000000,5.000000e-03,24.736412,
-2.604422e+00,1.417807,16300.000000,5.000000e-03,27.120768,
-2.604422e+00,1.425629,16500.000000,5.000000e-03,25.942051,
-2.604422e+00,1.431743,16700.000000,5.000000e-03,26.362600,
-2.604422e+00,1.437563,16900.000000,5.000000e-03,26.903871,
-2.604422e+00,1.442330,17100.000000,5.000000e-03,26.598467,
-2.604422e+00,1.447660,17300.000000,5.000000e-03,26.824047,
-2.604422e+00,1.454566,17500.000000,5.000000e-03,27.518016,
-2.604422e+00,1.461748,17700.000000,5.000000e-03,27.415245,
-2.604422e+00,1.470149,17900.000000,5.000000e-03,27.596665,
-2.604422e+00,1.479215,18100.000000,5.000000e-03,27.932059,
-2.604422e+00,1.489743,18300.000000,5.000000e-03,27.996541,
-2.604422e+00,1.499333,18500.000000,5.000000e-03,28.183231,
-2.604422e+00,1.506921,18700.000000,5.000000e-03,28.430246,
-2.604422e+00,1.515550,18900.000000,5.000000e-03,28.751497,
-2.604422e+00,1.521568,19100.000000,5.000000e-03,29.087864,
-2.604422e+00,1.527063,19300.000000,5.000000e-03,29.283771,
-2.604422e+00,1.533133,19500.000000,5.000000e-03,29.416967,
-2.604422e+00,1.540315,19700.000000,5.000000e-03,29.568764,
-2.604422e+00,1.547371,19900.000000,5.000000e-03,29.849089,
-2.604422e+00,1.557602,20100.000000,5.000000e-03,30.007448,
-2.604422e+00,1.566334,20300.000000,5.000000e-03,30.796910,
-2.604422e+00,1.577884,20500.000000,5.000000e-03,31.006598,
-2.604422e+00,1.588011,20700.000000,5.000000e-03,30.657695,
-2.604422e+00,1.599634,20900.000000,5.000000e-03,30.871066,
-2.604422e+00,1.610533,21100.000000,5.000000e-03,31.130077,
-2.604422e+00,1.621057,21300.000000,5.000000e-03,31.291750,
-2.604422e+00,1.637522,21500.000000,5.000000e-03,31.952306,
-2.604422e+00,1.645304,21700.000000,5.000000e-03,32.145854,
-2.604422e+00,1.651849,21900.000000,5.000000e-03,33.022495,
-2.604422e+00,1.660618,22100.000000,5.000000e-03,32.366537,
-2.604422e+00,1.670433,22300.000000,5.000000e-03,32.398937,
-2.604422e+00,1.680323,22500.000000,5.000000e-03,32.713224,
-2.604422e+00,1.691735,22700.000000,5.000000e-03,33.203721,
-2.604422e+00,1.711454,22900.000000,5.000000e-03,34.146608,
-2.604422e+00,1.735995,23100.000000,5.000000e-03,33.432959,
-2.604422e+00,1.753586,23300.000000,5.000000e-03,34.171955,
-2.604422e+00,1.785720,23500.000000,5.000000e-03,35.346675,
-2.604422e+00,1.805467,23700.000000,5.000000e-03,34.195454,
-2.604422e+00,1.825349,23900.000000,5.000000e-03,34.711731,
-2.604422e+00,1.849597,24100.000000,5.000000e-03,35.707489,
-2.604422e+00,1.870623,24300.000000,5.000000e-03,35.928495,
-2.604422e+00,1.878365,24500.000000,5.000000e-03,36.121030,
-2.604422e+00,1.902731,24700.000000,5.000000e-03,36.251879,
-2.604422e+00,1.927711,24900.000000,5.000000e-03,36.476741,
-2.604422e+00,1.942943,25100.000000,5.000000e-03,35.974592,
-2.604422e+00,1.963469,25300.000000,5.000000e-03,36.904798,
-2.604422e+00,2.008104,25500.000000,5.000000e-03,36.849626,
-2.604422e+00,2.038423,25700.000000,5.000000e-03,36.511841,
-2.604422e+00,2.073344,25900.000000,5.000000e-03,36.768905,
-2.604422e+00,2.132777,26100.000000,5.000000e-03,37.250343,
-2.604422e+00,2.188476,26300.000000,5.000000e-03,37.068856,
-2.604422e+00,2.211052,26500.000000,5.000000e-03,39.225911,
-2.604422e+00,2.217859,26700.000000,5.000000e-03,37.928607,
-2.604422e+00,2.231108,26900.000000,5.000000e-03,37.513338,
-2.604422e+00,2.241444,27100.000000,5.000000e-03,37.761960,
-2.604422e+00,2.259339,27300.000000,5.000000e-03,38.106585,
-2.604422e+00,2.268078,27500.000000,5.000000e-03,38.142387,
-2.604422e+00,2.275761,27700.000000,5.000000e-03,38.393759,
-2.604422e+00,2.282283,27900.000000,5.000000e-03,38.667665,
-2.604422e+00,2.294204,28100.000000,5.000000e-03,38.692699,
-2.604422e+00,2.303698,28300.000000,5.000000e-03,38.792056,
-2.604422e+00,2.310199,28500.000000,5.000000e-03,39.043322,
-2.604422e+00,2.320801,28700.000000,5.000000e-03,39.297421,
-2.604422e+00,2.331524,28900.000000,5.000Noise SNR, Before, SNR After,Tap,LR,Exec_secs

