Before, SNR After,Tap,LR,Exec_secs
-1.091928,NaN,25000,0.505000,52.599263

-1.091928,NaN,25000,0.510000,53.067382

-1.091928,NaN,25000,0.515000,52.484984

-1.091928,NaN,25000,0.520000,52.891899

-1.091928,NaN,25000,0.525000,52.592248

-1.091928,NaN,25000,0.530000,52.215733

-1.091928,NaN,25000,0.535000,52.145240

-1.091928,NaN,25000,0.540000,52.924618

-1.091928,NaN,25000,0.545000,52.383695

-1.091928,NaN,25000,0.550000,52.163042

-1.091928,NaN,25000,0.555000,52.394141

-1.091928,NaN,25000,0.560000,52.249281

-1.091928,NaN,25000,0.565000,52.343989

-1.091928,NaN,25000,0.570000,52.991901

-1.091928,NaN,25000,0.575000,53.297116

-1.091928,NaN,25000,0.580000,52.636553

-1.091928,NaN,25000,0.585000,52.128384

-1.091928,NaN,25000,0.590000,52.456586

-1.091928,NaN,25000,0.595000,53.435257

-1.091928,NaN,25000,0.600000,53.073513

-1.091928,NaN,25000,0.605000,52.138676

-1.091928,NaN,25000,0.610000,52.450715

-1.091928,NaN,25000,0.615000,53.182824

-1.091928,NaN,25000,0.620000,52.993954

-1.091928,NaN,25000,0.625000,53.032536

-1.091928,NaN,25000,0.630000,52.835375

-1.091928,NaN,25000,0.635000,53.187851

-1.091928,NaN,25000,0.640000,52.494877

-1.091928,NaN,25000,0.645000,53.831662

-1.091928,NaN,25000,0.650000,53.139985

-1.091928,NaN,25000,0.655000,52.066239

-1.091928,NaN,25000,0.660000,53.707225

-1.091928,NaN,25000,0.665000,52.549734

-1.091928,NaN,25000,0.670000,52.261421

-1.091928,NaN,25000,0.675000,52.381350

-1.091928,NaN,25000,0.680000,52.935580

-1.091928,NaN,25000,0.685000,51.984556

-1.091928,NaN,25000,0.690000,52.391942

-1.091928,NaN,25000,0.695000,53.103509

-1.091928,NaN,25000,0.700000,52.947266

-1.091928,NaN,25000,0.705000,52.208993

-1.091928,NaN,25000,0.710000,52.979964

-1.091928,NaN,25000,0.715000,52.278906

-1.091928,NaN,25000,0.720000,52.125061

-1.091928,NaN,25000,0.725000,52.147696

-1.091928,NaN,25000,0.730000,51.702629

-1.091928,NaN,25000,0.735000,52.736680

-1.091928,NaN,25000,0.740000,52.560035

-1.091928,NaN,25000,0.745000,51.845307

-1.091928,NaN,25000,0.750000,51.801614

-1.091928,NaN,25000,0.755000,51.680296

-1.091928,NaN,25000,0.760000,53.192489

-1.091928,NaN,25000,0.765000,52.466225

-1.091928,NaN,25000,0.770000,51.924106

-1.091928,NaN,25000,0.775000,51.834489

-1.091928,NaN,25000,0.780000,53.805955

-1.091928,NaN,25000,0.785000,52.274955

-1.091928,NaN,25000,0.790000,52.232586

-1.091928,NaN,25000,0.795000,52.189901

-1.091928,NaN,25000,0.800000,54.039024

-1.091928,NaN,25000,0.805000,52.112192

-1.091928,NaN,25000,0.810000,52.015273

-1.091928,NaN,25000,0.815000,52.060276

-1.091928,NaN,25000,0.820000,52.841933

-1.091928,NaN,25000,0.825000,52.923137

-1.091928,NaN,25000,0.830000,51.973657

-1.091928,NaN,25000,0.835000,52.041574

-1.091928,NaN,25000,0.840000,47.930108

-1.091928,NaN,25000,0.845000,41.151636

-1.091928,NaN,25000,0.850000,41.272863

-1.091928,NaN,25000,0.855000,41.148468

-1.091928,NaN,25000,0.860000,41.103582

-1.091928,NaN,25000,0.865000,41.218642

-1.091928,NaN,25000,0.870000,41.166801

-1.091928,NaN,25000,0.875000,41.568879

-1.091928,NaN,25000,0.880000,42.004916

-1.091928,NaN,25000,0.885000,42.973520

-1.091928,NaN,25000,0.890000,43.903548

-1.091928,NaN,25000,0.895000,41.502736

-1.091928,NaN,25000,0.900000,41.775250

-1.091928,NaN,25000,0.905000,41.481052

-1.091928,NaN,25000,0.910000,42.529350

-1.091928,NaN,25000,0.915000,42.401608

-1.091928,NaN,25000,0.920000,42.882181

-1.091928,NaN,25000,0.925000,42.840846

-1.091928,NaN,25000,0.930000,43.181062

-1.091928,NaN,25000,0.935000,42.785630

-1.091928,NaN,25000,0.940000,43.956782

-1.091928,NaN,25000,0.945000,41.355480

-1.091928,NaN,25000,0.950000,41.128761

-1.091928,NaN,25000,0.955000,41.236302

-1.091928,NaN,25000,0.960000,41.649098

-1.091928,NaN,25000,0.965000,42.885587

-1.091928,NaN,25000,0.970000,42.863224

-1.091928,NaN,25000,0.975000,42.425530

-1.091928,NaN,25000,0.980000,43.328312

-1.091928,NaN,25000,0.985000,42.443531

-1.091928,NaN,25000,0.990000,41.147310

-1.091928,NaN,25000,0.995000,41.055193

-1.091928,NaN,25000,1.000000,40.886172
